TxPackets;TxTime;TxId;xPos;yPos
298889;16607;18;63;53
298908;16608;2;5;26
298927;16609;0;65;54
298946;16610;10;42;16
298965;16610;11;99;17
298984;16611;13;87;90
299003;16611;14;8;71
299022;16612;8;86;96
299041;16613;-1;66;72
299060;16614;1;71;52
299079;16614;15;3;8
299098;16615;5;31;25
299117;16617;3;17;55
299136;16618;4;59;25
299155;16619;9;4;40
299174;16622;17;17;41
299193;16623;7;42;76
299212;16624;6;78;15
299231;16625;12;40;47
299250;16627;16;32;89
299269;16627;18;63;53
299288;16628;2;5;26
299307;16629;0;65;54
299326;16630;10;42;16
299345;16630;11;99;17
299364;16631;13;87;90
299383;16631;14;8;71
299402;16632;8;86;96
299421;16633;-1;66;72
299440;16634;1;71;52
299459;16634;15;3;8
299478;16635;5;31;25
299497;16636;7;42;76
299516;16637;3;17;55
299535;16638;4;59;25
299554;16639;9;4;40
299573;16642;17;17;41
299592;16644;6;78;15
299611;16645;12;40;47
299630;16647;16;32;89
299649;16647;18;63;53
299668;16648;2;5;26
299687;16649;0;65;54
299706;16650;10;42;16
299725;16650;11;99;17
299744;16651;13;87;90
299763;16651;14;8;71
299782;16652;8;86;96
299801;16653;-1;66;72
299820;16654;1;71;52
299839;16654;15;3;8
299858;16655;5;31;25
299877;16656;7;42;76
299896;16657;3;17;55
299915;16658;4;59;25
299934;16659;9;4;40
299953;16662;17;17;41
299972;16664;6;78;15
299991;16665;12;40;47
300010;16667;16;32;89
300029;16667;18;63;53
300048;16668;2;5;26
300067;16669;0;65;54
300086;16670;10;42;16
300105;16670;11;99;17
300124;16671;13;87;90
300143;16671;14;8;71
300162;16672;8;86;96
300181;16673;-1;66;72
300200;16674;1;71;52
300219;16674;15;3;8
300238;16675;5;31;25
300257;16676;7;42;76
300276;16677;3;17;55
300295;16677;11;99;17
300314;16678;4;59;25
300333;16679;9;4;40
300352;16682;17;17;41
300371;16684;6;78;15
300390;16685;12;40;47
300409;16687;16;32;89
300428;16687;18;63;53
300447;16688;2;5;26
300466;16689;0;65;54
300485;16690;10;42;16
300504;16691;13;87;90
300523;16691;14;8;71
300542;16692;8;86;96
300561;16693;-1;66;72
300580;16694;1;71;52
300599;16694;15;3;8
300618;16695;5;31;25
300637;16696;7;42;76
300656;16697;3;17;55
300675;16697;11;99;17
300694;16698;4;59;25
300713;16699;9;4;40
300732;16702;17;17;41
300751;16704;6;78;15
300770;16705;12;40;47
300789;16707;16;32;89
300808;16707;18;63;53
300827;16708;2;5;26
300846;16709;0;65;54
300865;16710;10;42;16
300884;16711;13;87;90
300903;16711;14;8;71
300922;16712;8;86;96
300941;16713;-1;66;72
300960;16714;1;71;52
300979;16714;15;3;8
300998;16715;5;31;25
301017;16716;7;42;76
301036;16717;3;17;55
301055;16717;11;99;17
301074;16718;4;59;25
301093;16719;9;4;40
301112;16722;17;17;41
301131;16724;6;78;15
301150;16725;12;40;47
301169;16727;16;32;89
301188;16727;18;63;53
301207;16728;2;5;26
301226;16729;0;65;54
301245;16730;10;42;16
301264;16731;13;87;90
301283;16731;14;8;71
301302;16732;8;86;96
301321;16733;-1;66;72
301340;16734;1;71;52
301359;16734;15;3;8
301378;16735;5;31;25
301397;16736;7;42;76
301416;16737;3;17;55
301435;16737;11;99;17
301454;16738;4;59;25
301473;16739;9;4;40
301492;16742;17;17;41
301511;16744;6;78;15
301530;16745;12;40;47
301549;16746;-1;66;72
301568;16747;16;32;89
301587;16747;18;63;53
301606;16748;2;5;26
301625;16749;0;65;54
301644;16750;10;42;16
301663;16751;13;87;90
301682;16751;14;8;71
301701;16752;8;86;96
301720;16754;1;71;52
301739;16754;15;3;8
301758;16755;5;31;25
301777;16756;7;42;76
301796;16757;3;17;55
301815;16757;11;99;17
301834;16758;4;59;25
301853;16759;9;4;40
301872;16762;17;17;41
301891;16764;6;78;15
301910;16765;12;40;47
301929;16766;-1;66;72
301948;16767;16;32;89
301967;16767;18;63;53
301986;16768;2;5;26
302005;16769;0;65;54
302024;16770;10;42;16
302043;16771;13;87;90
302062;16771;14;8;71
302081;16772;8;86;96
302100;16774;1;71;52
302119;16774;15;3;8
302138;16775;5;31;25
302157;16776;7;42;76
302176;16777;3;17;55
302195;16777;11;99;17
302214;16778;4;59;25
302233;16779;9;4;40
302252;16782;17;17;41
302271;16784;6;78;15
302290;16785;12;40;47
302309;16786;-1;66;72
302328;16787;16;32;89
302347;16787;18;63;53
302366;16788;2;5;26
302385;16789;0;65;54
302404;16790;10;42;16
302423;16791;13;87;90
302442;16791;14;8;71
302461;16792;8;86;96
302480;16794;1;71;52
302499;16794;15;3;8
302518;16795;5;31;25
302537;16796;7;42;76
302556;16797;3;17;55
302575;16797;11;99;17
302594;16798;4;59;25
302613;16799;9;4;40
302632;16802;17;17;41
302651;16803;15;3;8
302670;16804;6;78;15
302689;16805;12;40;47
302708;16806;-1;66;72
302727;16807;16;32;89
302746;16807;18;63;53
302765;16808;2;5;26
302784;16809;0;65;54
302803;16810;10;42;16
302822;16811;13;87;90
302841;16811;14;8;71
302860;16812;8;86;96
302879;16814;1;71;52
302898;16815;5;31;25
302917;16816;7;42;76
302936;16817;3;17;55
302955;16817;11;99;17
302974;16818;4;59;25
302993;16819;9;4;40
303012;16822;17;17;41
303031;16823;15;3;8
303050;16824;6;78;15
303069;16825;12;40;47
303088;16826;-1;66;72
303107;16827;16;32;89
303126;16827;18;63;53
303145;16828;2;5;26
303164;16829;0;65;54
303183;16830;10;42;16
303202;16831;13;87;90
303221;16831;14;8;71
303240;16832;8;86;96
303259;16834;1;71;52
303278;16835;5;31;25
303297;16836;7;42;76
303316;16837;3;17;55
303335;16837;11;99;17
303354;16838;4;59;25
303373;16839;9;4;40
303392;16842;17;17;41
303411;16843;15;3;8
303430;16844;6;78;15
303449;16845;3;17;55
303468;16845;12;40;47
303487;16846;-1;66;72
303506;16847;16;32;89
303525;16847;18;63;53
303544;16848;2;5;26
303563;16849;0;65;54
303582;16850;10;42;16
303601;16851;13;87;90
303620;16851;14;8;71
303639;16852;8;86;96
303658;16854;1;71;52
303677;16855;5;31;25
303696;16856;7;42;76
303715;16857;11;99;17
303734;16858;4;59;25
303753;16859;9;4;40
303772;16862;17;17;41
303791;16863;15;3;8
303810;16864;6;78;15
303829;16865;3;17;55
303848;16865;12;40;47
303867;16866;-1;66;72
303886;16867;16;32;89
303905;16867;18;63;53
303924;16868;2;5;26
303943;16869;0;65;54
303962;16870;10;42;16
303981;16871;13;87;90
304000;16871;14;8;71
304019;16872;8;86;96
304038;16874;1;71;52
304057;16875;5;31;25
304076;16876;7;42;76
304095;16877;11;99;17
304114;16878;4;59;25
304133;16879;9;4;40
304152;16882;17;17;41
304171;16883;15;3;8
304190;16884;6;78;15
304209;16885;3;17;55
304228;16885;12;40;47
304247;16886;-1;66;72
304266;16887;16;32;89
304285;16887;18;63;53
304304;16888;2;5;26
304323;16889;0;65;54
304342;16890;10;42;16
304361;16891;13;87;90
304380;16891;14;8;71
304399;16892;8;86;96
304418;16894;1;71;52
304437;16895;5;31;25
304456;16896;7;42;76
304475;16897;11;99;17
304494;16898;4;59;25
304513;16899;9;4;40
304532;16901;1;71;52
304551;16902;17;17;41
304570;16903;15;3;8
304589;16904;6;78;15
304608;16905;3;17;55
304627;16905;12;40;47
304646;16906;-1;66;72
304665;16907;16;32;89
304684;16907;18;63;53
304703;16908;2;5;26
304722;16909;0;65;54
304741;16910;10;42;16
304760;16911;13;87;90
304779;16911;14;8;71
304798;16912;8;86;96
304817;16915;5;31;25
304836;16916;7;42;76
304855;16917;11;99;17
304874;16918;4;59;25
304893;16919;9;4;40
304912;16920;6;78;15
304931;16921;1;71;52
304950;16922;17;17;41
304969;16923;15;3;8
304988;16925;3;17;55
305007;16925;12;40;47
305026;16926;-1;66;72
305045;16927;16;32;89
305064;16927;18;63;53
305083;16928;2;5;26
305102;16929;0;65;54
305121;16930;10;42;16
305140;16931;13;87;90
305159;16931;14;8;71
305178;16932;8;86;96
305197;16935;5;31;25
305216;16936;7;42;76
305235;16937;11;99;17
305254;16938;4;59;25
305273;16939;9;4;40
305292;16940;6;78;15
305311;16941;1;71;52
305330;16942;17;17;41
305349;16943;15;3;8
305368;16945;3;17;55
305387;16945;12;40;47
305406;16946;-1;66;72
305425;16946;9;4;40
305444;16947;16;32;89
305463;16947;18;63;53
305482;16948;2;5;26
305501;16948;4;59;25
305520;16949;0;65;54
305539;16950;10;42;16
305558;16951;13;87;90
305577;16951;14;8;71
305596;16952;8;86;96
305615;16955;5;31;25
305634;16956;7;42;76
305653;16957;11;99;17
305672;16960;6;78;15
305691;16961;1;71;52
305710;16962;17;17;41
305729;16963;13;87;90
305748;16963;15;3;8
305767;16965;3;17;55
305786;16965;12;40;47
305805;16966;-1;66;72
305824;16966;9;4;40
305843;16967;16;32;89
305862;16967;18;63;53
305881;16968;2;5;26
305900;16968;4;59;25
305919;16969;0;65;54
305938;16970;10;42;16
305957;16971;14;8;71
305976;16972;8;86;96
305995;16975;5;31;25
306014;16975;12;40;47
306033;16976;7;42;76
306052;16977;11;99;17
306071;16980;6;78;15
306090;16981;1;71;52
306109;16982;17;17;41
306128;16983;13;87;90
306147;16983;15;3;8
306166;16985;3;17;55
306185;16986;-1;66;72
306204;16986;9;4;40
306223;16987;16;32;89
306242;16987;18;63;53
306261;16988;2;5;26
306280;16988;4;59;25
306299;16989;0;65;54
306318;16990;10;42;16
306337;16991;14;8;71
306356;16992;8;86;96
306375;16995;5;31;25
306394;16995;12;40;47
306413;16996;7;42;76
306432;16997;11;99;17
306451;17000;6;78;15
306470;17001;1;71;52
306489;17002;17;17;41
306508;17003;13;87;90
306527;17003;15;3;8
306546;17005;3;17;55
306565;17006;-1;66;72
306584;17006;9;4;40
306603;17007;16;32;89
306622;17007;18;63;53
306641;17008;2;5;26
306660;17008;4;59;25
306679;17009;0;65;54
306698;17010;10;42;16
306717;17011;14;8;71
306736;17012;8;86;96
306755;17015;5;31;25
306774;17015;12;40;47
306793;17016;7;42;76
306812;17017;11;99;17
306831;17020;6;78;15
306850;17021;1;71;52
306869;17022;17;17;41
306888;17023;13;87;90
306907;17023;15;3;8
306926;17025;3;17;55
306945;17026;-1;66;72
306964;17026;9;4;40
306983;17027;16;32;89
307002;17027;18;63;53
307021;17028;2;5;26
307040;17028;4;59;25
307059;17029;0;65;54
307078;17030;10;42;16
307097;17031;14;8;71
307116;17032;8;86;96
307135;17035;5;31;25
307154;17035;12;40;47
307173;17036;7;42;76
307192;17037;11;99;17
307211;17040;6;78;15
307230;17041;1;71;52
307249;17042;17;17;41
307268;17043;13;87;90
307287;17043;15;3;8
307306;17045;3;17;55
307325;17046;-1;66;72
307344;17046;9;4;40
307363;17047;16;32;89
307382;17047;18;63;53
307401;17048;2;5;26
307420;17048;4;59;25
307439;17049;0;65;54
307458;17050;10;42;16
307477;17051;14;8;71
307496;17052;8;86;96
307515;17055;5;31;25
307534;17055;12;40;47
307553;17056;7;42;76
307572;17057;11;99;17
307591;17059;2;5;26
307610;17060;6;78;15
307629;17061;1;71;52
307648;17062;17;17;41
307667;17063;13;87;90
307686;17063;15;3;8
307705;17065;3;17;55
307724;17066;-1;66;72
307743;17066;9;4;40
307762;17067;16;32;89
307781;17067;18;63;53
307800;17068;4;59;25
307819;17069;0;65;54
307838;17070;10;42;16
307857;17071;14;8;71
307876;17072;8;86;96
307895;17075;5;31;25
307914;17075;12;40;47
307933;17076;7;42;76
307952;17077;11;99;17
307971;17079;2;5;26
307990;17080;6;78;15
308009;17081;1;71;52
308028;17082;17;17;41
308047;17083;13;87;90
308066;17083;15;3;8
308085;17085;3;17;55
308104;17086;-1;66;72
308123;17086;9;4;40
308142;17087;16;32;89
308161;17087;18;63;53
308180;17088;4;59;25
308199;17089;0;65;54
308218;17090;10;42;16
308237;17091;14;8;71
308256;17092;8;86;96
308275;17095;5;31;25
308294;17095;12;40;47
308313;17096;7;42;76
308332;17097;11;99;17
308351;17099;2;5;26
308370;17100;6;78;15
308389;17101;1;71;52
308408;17102;17;17;41
308427;17103;13;87;90
308446;17103;15;3;8
308465;17105;3;17;55
308484;17106;-1;66;72
308503;17106;9;4;40
308522;17107;16;32;89
308541;17107;18;63;53
308560;17108;4;59;25
308579;17109;0;65;54
308598;17110;10;42;16
308617;17111;14;8;71
308636;17112;8;86;96
308655;17115;5;31;25
308674;17115;12;40;47
308693;17116;7;42;76
308712;17117;11;99;17
308731;17119;2;5;26
308750;17120;6;78;15
308769;17121;1;71;52
308788;17122;17;17;41
308807;17123;13;87;90
308826;17123;15;3;8
308845;17125;3;17;55
308864;17126;-1;66;72
308883;17126;9;4;40
308902;17127;16;32;89
308921;17127;18;63;53
308940;17128;4;59;25
308959;17129;0;65;54
308978;17130;10;42;16
308997;17131;14;8;71
309016;17132;8;86;96
309035;17135;5;31;25
309054;17135;12;40;47
309073;17136;7;42;76
309092;17137;11;99;17
309111;17139;2;5;26
309130;17140;6;78;15
309149;17141;1;71;52
309168;17142;17;17;41
309187;17143;13;87;90
309206;17143;15;3;8
309225;17144;14;8;71
309244;17145;3;17;55
309263;17146;-1;66;72
309282;17146;9;4;40
309301;17147;16;32;89
309320;17147;18;63;53
309339;17148;4;59;25
309358;17149;0;65;54
309377;17150;10;42;16
309396;17152;8;86;96
309415;17155;5;31;25
309434;17155;12;40;47
309453;17156;7;42;76
309472;17157;11;99;17
309491;17159;2;5;26
309510;17160;6;78;15
309529;17161;1;71;52
309548;17162;17;17;41
309567;17163;13;87;90
309586;17163;15;3;8
309605;17164;14;8;71
309624;17165;3;17;55
309643;17166;-1;66;72
309662;17166;9;4;40
309681;17167;16;32;89
309700;17167;18;63;53
309719;17168;4;59;25
309738;17169;0;65;54
309757;17170;10;42;16
309776;17172;8;86;96
309795;17175;5;31;25
309814;17175;12;40;47
309833;17176;7;42;76
309852;17177;11;99;17
309871;17179;2;5;26
309890;17180;6;78;15
309909;17181;1;71;52
309928;17182;17;17;41
309947;17183;13;87;90
309966;17183;15;3;8
309985;17184;14;8;71
310004;17185;3;17;55
310023;17186;-1;66;72
310042;17186;9;4;40
310061;17187;16;32;89
310080;17187;18;63;53
310099;17188;4;59;25
310118;17189;0;65;54
310137;17190;10;42;16
310156;17192;8;86;96
310175;17195;5;31;25
310194;17195;12;40;47
310213;17196;7;42;76
310232;17197;11;99;17
310251;17199;2;5;26
310270;17200;6;78;15
310289;17201;1;71;52
310308;17202;17;17;41
310327;17203;13;87;90
310346;17203;15;3;8
310365;17204;14;8;71
310384;17205;3;17;55
310403;17206;-1;66;72
310422;17206;9;4;40
310441;17207;16;32;89
310460;17207;18;63;53
310479;17208;4;59;25
310498;17209;0;65;54
310517;17210;10;42;16
310536;17212;8;86;96
310555;17215;5;31;25
310574;17215;12;40;47
310593;17216;7;42;76
310612;17217;11;99;17
310631;17219;2;5;26
310650;17220;6;78;15
310669;17221;1;71;52
310688;17222;17;17;41
310707;17223;13;87;90
310726;17223;15;3;8
310745;17224;14;8;71
310764;17225;3;17;55
310783;17226;-1;66;72
310802;17226;9;4;40
310821;17227;16;32;89
310840;17227;18;63;53
310859;17228;4;59;25
310878;17229;0;65;54
310897;17230;10;42;16
310916;17232;8;86;96
310935;17235;5;31;25
310954;17235;12;40;47
310973;17236;7;42;76
310992;17237;11;99;17
311011;17239;2;5;26
311030;17240;6;78;15
311049;17241;1;71;52
311068;17242;17;17;41
311087;17243;13;87;90
311106;17243;15;3;8
311125;17244;14;8;71
311144;17245;3;17;55
311163;17246;-1;66;72
311182;17246;9;4;40
311201;17247;16;32;89
311220;17247;18;63;53
311239;17248;4;59;25
311258;17249;0;65;54
311277;17250;10;42;16
311296;17252;8;86;96
311315;17255;5;31;25
311334;17255;12;40;47
311353;17256;7;42;76
311372;17257;11;99;17
311391;17259;2;5;26
311410;17260;6;78;15
311429;17261;1;71;52
311448;17262;17;17;41
311467;17263;13;87;90
311486;17263;15;3;8
311505;17264;14;8;71
311524;17265;3;17;55
311543;17266;-1;66;72
311562;17266;9;4;40
311581;17267;16;32;89
311600;17267;18;63;53
311619;17268;4;59;25
311638;17269;0;65;54
311657;17270;10;42;16
311676;17272;8;86;96
311695;17275;5;31;25
311714;17275;12;40;47
311733;17276;7;42;76
311752;17277;11;99;17
311771;17279;2;5;26
311790;17280;6;78;15
311809;17281;1;71;52
311828;17282;16;32;89
311847;17282;17;17;41
311866;17283;13;87;90
311885;17283;15;3;8
311904;17284;14;8;71
311923;17285;3;17;55
311942;17286;-1;66;72
311961;17286;9;4;40
311980;17287;18;63;53
311999;17288;4;59;25
312018;17289;0;65;54
312037;17290;10;42;16
312056;17292;8;86;96
312075;17295;5;31;25
312094;17295;12;40;47
312113;17296;7;42;76
312132;17297;11;99;17
312151;17299;2;5;26
312170;17300;6;78;15
312189;17301;1;71;52
312208;17302;16;32;89
312227;17302;17;17;41
312246;17303;13;87;90
312265;17303;15;3;8
312284;17304;14;8;71
312303;17305;3;17;55
312322;17306;-1;66;72
312341;17306;9;4;40
312360;17307;18;63;53
312379;17308;4;59;25
312398;17309;0;65;54
312417;17310;10;42;16
312436;17312;8;86;96
312455;17315;5;31;25
312474;17315;12;40;47
312493;17316;7;42;76
312512;17317;11;99;17
312531;17319;2;5;26
312550;17320;6;78;15
312569;17321;1;71;52
312588;17322;16;32;89
312607;17322;17;17;41
312626;17323;13;87;90
312645;17323;15;3;8
312664;17324;14;8;71
312683;17325;3;17;55
312702;17326;-1;66;72
312721;17326;9;4;40
312740;17327;18;63;53
312759;17328;4;59;25
312778;17329;0;65;54
312797;17330;10;42;16
312816;17332;8;86;96
312835;17335;5;31;25
312854;17335;12;40;47
312873;17336;7;42;76
312892;17337;11;99;17
312911;17339;2;5;26
312930;17340;6;78;15
312949;17341;1;71;52
312968;17342;16;32;89
312987;17342;17;17;41
313006;17343;13;87;90
313025;17343;15;3;8
313044;17344;14;8;71
313063;17345;3;17;55
313082;17346;-1;66;72
313101;17346;9;4;40
313120;17347;18;63;53
313139;17348;4;59;25
313158;17349;0;65;54
313177;17350;10;42;16
313196;17352;8;86;96
313215;17355;5;31;25
313234;17355;12;40;47
313253;17356;7;42;76
313272;17357;11;99;17
313291;17359;2;5;26
313310;17360;6;78;15
313329;17361;1;71;52
313348;17362;16;32;89
313367;17362;17;17;41
313386;17363;13;87;90
313405;17363;15;3;8
313424;17364;14;8;71
313443;17365;3;17;55
313462;17366;-1;66;72
313481;17366;9;4;40
313500;17367;18;63;53
313519;17368;4;59;25
313538;17369;0;65;54
313557;17370;10;42;16
313576;17372;8;86;96
313595;17375;5;31;25
313614;17375;12;40;47
313633;17376;7;42;76
313652;17377;11;99;17
313671;17379;2;5;26
313690;17380;6;78;15
313709;17381;1;71;52
313728;17382;16;32;89
313747;17382;17;17;41
313766;17383;13;87;90
313785;17383;15;3;8
313804;17384;14;8;71
313823;17385;3;17;55
313842;17386;-1;66;72
313861;17386;9;4;40
313880;17387;18;63;53
313899;17388;4;59;25
313918;17389;0;65;54
313937;17390;10;42;16
313956;17392;8;86;96
313975;17395;5;31;25
313994;17395;12;40;47
314013;17396;7;42;76
314032;17397;11;99;17
314051;17399;2;5;26
314070;17400;1;71;52
314089;17400;6;78;15
314108;17402;16;32;89
314127;17402;17;17;41
314146;17403;13;87;90
314165;17403;15;3;8
314184;17404;14;8;71
314203;17405;3;17;55
314222;17406;-1;66;72
314241;17406;9;4;40
314260;17407;18;63;53
314279;17408;4;59;25
314298;17409;0;65;54
314317;17410;10;42;16
314336;17412;8;86;96
314355;17415;5;31;25
314374;17415;12;40;47
314393;17416;7;42;76
314412;17417;11;99;17
314431;17419;2;5;26
314450;17420;1;71;52
314469;17420;6;78;15
314488;17422;16;32;89
314507;17422;17;17;41
314526;17423;13;87;90
314545;17423;15;3;8
314564;17424;14;8;71
314583;17425;3;17;55
314602;17426;-1;66;72
314621;17426;9;4;40
314640;17427;18;63;53
314659;17428;4;59;25
314678;17429;0;65;54
314697;17430;10;42;16
314716;17432;8;86;96
314735;17435;5;31;25
314754;17435;12;40;47
314773;17436;7;42;76
314792;17437;11;99;17
314811;17439;2;5;26
314830;17440;1;71;52
314849;17440;6;78;15
314868;17442;16;32;89
314887;17442;17;17;41
314906;17443;13;87;90
314925;17443;15;3;8
314944;17444;14;8;71
314963;17445;3;17;55
314982;17446;-1;66;72
315001;17446;9;4;40
315020;17447;18;63;53
315039;17448;4;59;25
315058;17449;0;65;54
315077;17450;10;42;16
315096;17452;8;86;96
315115;17455;5;31;25
315134;17455;12;40;47
315153;17456;7;42;76
315172;17457;11;99;17
315191;17459;2;5;26
315210;17460;1;71;52
315229;17460;6;78;15
315248;17462;16;32;89
315267;17462;17;17;41
315286;17463;13;87;90
315305;17463;15;3;8
315324;17464;14;8;71
315343;17465;3;17;55
315362;17466;-1;66;72
315381;17466;9;4;40
315400;17467;18;63;53
315419;17468;4;59;25
315438;17469;0;65;54
315457;17470;10;42;16
315476;17472;8;86;96
315495;17475;5;31;25
315514;17475;12;40;47
315533;17476;7;42;76
315552;17477;11;99;17
315571;17479;2;5;26
315590;17480;1;71;52
315609;17480;6;78;15
315628;17482;16;32;89
315647;17482;17;17;41
315666;17483;13;87;90
315685;17483;15;3;8
315704;17484;14;8;71
315723;17485;3;17;55
315742;17486;-1;66;72
315761;17486;9;4;40
315780;17487;18;63;53
315799;17488;4;59;25
315818;17489;0;65;54
315837;17490;10;42;16
315856;17492;8;86;96
315875;17495;5;31;25
315894;17495;12;40;47
315913;17496;7;42;76
315932;17497;11;99;17
315951;17499;2;5;26
315970;17500;1;71;52
315989;17500;6;78;15
316008;17502;16;32;89
316027;17502;17;17;41
316046;17503;13;87;90
316065;17503;15;3;8
316084;17504;14;8;71
316103;17505;3;17;55
316122;17506;-1;66;72
316141;17506;9;4;40
316160;17507;18;63;53
316179;17508;4;59;25
316198;17509;0;65;54
316217;17510;10;42;16
316236;17512;8;86;96
316255;17515;5;31;25
316274;17515;12;40;47
316293;17516;7;42;76
316312;17517;11;99;17
316331;17519;2;5;26
316350;17520;1;71;52
316369;17520;6;78;15
316388;17522;16;32;89
316407;17522;17;17;41
316426;17523;13;87;90
316445;17523;15;3;8
316464;17524;4;59;25
316483;17524;14;8;71
316502;17525;3;17;55
316521;17526;-1;66;72
316540;17526;9;4;40
316559;17527;18;63;53
316578;17529;0;65;54
316597;17530;10;42;16
316616;17532;8;86;96
316635;17535;5;31;25
316654;17535;12;40;47
316673;17536;7;42;76
316692;17537;11;99;17
316711;17539;2;5;26
316730;17540;1;71;52
316749;17540;6;78;15
316768;17542;16;32;89
316787;17542;17;17;41
316806;17543;13;87;90
316825;17543;15;3;8
316844;17544;4;59;25
316863;17544;14;8;71
316882;17545;3;17;55
316901;17546;-1;66;72
316920;17546;9;4;40
316939;17547;18;63;53
316958;17549;0;65;54
316977;17550;10;42;16
316996;17552;8;86;96
317015;17555;5;31;25
317034;17555;12;40;47
317053;17556;7;42;76
317072;17557;11;99;17
317091;17559;2;5;26
317110;17560;1;71;52
317129;17560;6;78;15
317148;17562;16;32;89
317167;17562;17;17;41
317186;17563;13;87;90
317205;17563;15;3;8
317224;17564;4;59;25
317243;17564;14;8;71
317262;17565;3;17;55
317281;17566;-1;66;72
317300;17566;9;4;40
317319;17567;18;63;53
317338;17569;0;65;54
317357;17570;10;42;16
317376;17572;8;86;96
317395;17575;5;31;25
317414;17575;12;40;47
317433;17576;7;42;76
317452;17576;17;17;41
317471;17577;11;99;17
317490;17579;2;5;26
317509;17580;1;71;52
317528;17580;6;78;15
317547;17582;16;32;89
317566;17583;13;87;90
317585;17583;15;3;8
317604;17584;4;59;25
317623;17584;14;8;71
317642;17585;3;17;55
317661;17586;-1;66;72
317680;17586;9;4;40
317699;17587;18;63;53
317718;17589;0;65;54
317737;17590;10;42;16
317756;17592;8;86;96
317775;17595;5;31;25
317794;17595;12;40;47
317813;17596;7;42;76
317832;17596;17;17;41
317851;17597;11;99;17
317870;17599;2;5;26
317889;17600;1;71;52
317908;17600;6;78;15
317927;17602;16;32;89
317946;17603;13;87;90
317965;17603;15;3;8
317984;17604;4;59;25
318003;17604;14;8;71
318022;17605;3;17;55
318041;17606;-1;66;72
318060;17606;9;4;40
318079;17607;18;63;53
318098;17609;0;65;54
318117;17610;10;42;16
318136;17612;8;86;96
318155;17615;5;31;25
318174;17615;12;40;47
318193;17616;7;42;76
318212;17616;17;17;41
318231;17617;11;99;17
318250;17619;2;5;26
318269;17620;1;71;52
318288;17620;6;78;15
318307;17622;16;32;89
318326;17623;13;87;90
318345;17623;15;3;8
318364;17624;4;59;25
318383;17624;14;8;71
318402;17625;3;17;55
318421;17626;-1;66;72
318440;17626;9;4;40
318459;17627;18;63;53
318478;17629;0;65;54
318497;17630;10;42;16
318516;17632;8;86;96
318535;17635;5;31;25
318554;17635;12;40;47
318573;17636;7;42;76
318592;17636;17;17;41
318611;17637;11;99;17
318630;17639;2;5;26
318649;17640;1;71;52
318668;17640;6;78;15
318687;17642;16;32;89
318706;17643;9;4;40
318725;17643;13;87;90
318744;17643;15;3;8
318763;17644;4;59;25
318782;17644;14;8;71
318801;17645;3;17;55
318820;17646;-1;66;72
318839;17647;18;63;53
318858;17649;0;65;54
318877;17650;10;42;16
318896;17652;8;86;96
318915;17653;2;5;26
318934;17655;5;31;25
318953;17655;12;40;47
318972;17656;7;42;76
318991;17656;17;17;41
319010;17657;11;99;17
319029;17660;1;71;52
319048;17660;6;78;15
319067;17662;16;32;89
319086;17663;9;4;40
319105;17663;13;87;90
319124;17663;15;3;8
319143;17664;4;59;25
319162;17664;14;8;71
319181;17665;3;17;55
319200;17666;-1;66;72
319219;17667;18;63;53
319238;17669;0;65;54
319257;17670;10;42;16
319276;17672;8;86;96
319295;17673;2;5;26
319314;17675;5;31;25
319333;17675;12;40;47
319352;17676;7;42;76
319371;17676;17;17;41
319390;17677;11;99;17
319409;17680;1;71;52
319428;17680;6;78;15
319447;17682;16;32;89
319466;17683;9;4;40
319485;17683;13;87;90
319504;17683;15;3;8
319523;17684;4;59;25
319542;17684;14;8;71
319561;17685;3;17;55
319580;17686;-1;66;72
319599;17687;18;63;53
319618;17689;0;65;54
319637;17690;10;42;16
319656;17692;5;31;25
319675;17692;8;86;96
319694;17693;2;5;26
319713;17695;12;40;47
319732;17696;7;42;76
319751;17696;17;17;41
319770;17697;11;99;17
319789;17700;1;71;52
319808;17700;6;78;15
319827;17702;16;32;89
319846;17703;9;4;40
319865;17703;13;87;90
319884;17703;15;3;8
319903;17704;4;59;25
319922;17704;14;8;71
319941;17705;3;17;55
319960;17706;-1;66;72
319979;17707;18;63;53
319998;17709;0;65;54
320017;17710;10;42;16
320036;17712;5;31;25
320055;17712;8;86;96
320074;17713;2;5;26
320093;17715;12;40;47
320112;17716;7;42;76
320131;17716;17;17;41
320150;17717;11;99;17
320169;17720;1;71;52
320188;17720;6;78;15
320207;17722;16;32;89
320226;17723;9;4;40
320245;17723;13;87;90
320264;17723;15;3;8
320283;17724;4;59;25
320302;17724;14;8;71
320321;17725;3;17;55
320340;17726;-1;66;72
320359;17727;18;63;53
320378;17729;0;65;54
320397;17730;10;42;16
320416;17732;5;31;25
320435;17732;8;86;96
320454;17733;2;5;26
320473;17735;12;40;47
320492;17736;7;42;76
320511;17736;17;17;41
320530;17737;11;99;17
320549;17740;1;71;52
320568;17740;6;78;15
320587;17742;16;32;89
320606;17743;9;4;40
320625;17743;13;87;90
320644;17743;15;3;8
320663;17744;4;59;25
320682;17744;14;8;71
320701;17745;3;17;55
320720;17746;-1;66;72
320739;17747;18;63;53
320758;17749;0;65;54
320777;17750;10;42;16
320796;17752;5;31;25
320815;17752;8;86;96
320834;17753;2;5;26
320853;17755;12;40;47
320872;17756;7;42;76
320891;17756;17;17;41
